t,cosine_mean,cosine_std,cosine_min,relative_error_mean,relative_error_std,norm_ratio_mean,norm_ratio_std
0.001,0.025409777079310157,0.6111800790858485,-0.9995095724698909,1.0126613025428828,0.24670803252456075,0.08377572320215299,0.2842535610881925
0.01,0.03300617039620064,0.6129102822614009,-0.9999676405590288,1.243770636858673,1.0163391075829962,0.5869213053319936,1.1718455125093932
0.05,-0.00808902838690038,0.6164529173414751,-0.9998624233165082,1.8145218383829373,2.5790087409860596,1.3519858888385996,2.664325488259317
0.1,-0.017726675938444597,0.6222338955731063,-0.999891304988608,2.3494984492879,3.801641469719426,1.936032530230369,3.900140332716813
0.3,-0.10706041952462211,0.6085337190545846,-0.9998507090074612,2.2327301214195066,3.6477302744700677,1.7985761434825045,3.7205269823794453
0.5,-0.289880097716106,0.5470767719251288,-0.9993913616721457,1.9227696097854625,1.9803938022627985,1.3534720448399404,1.9983274544544476
0.9,-0.4068680928165979,0.501640410469383,-0.9999281111712576,2.6645863071635274,1.1990672001631706,2.0976712388614915,1.200161599564516
1.0,-0.3844636968203009,0.4975887463019489,-0.9998479684833086,3.4649492694497326,2.184633393957433,2.951031515911329,2.2106939163227213
