config_key,method,n_seeds,mmd_mean,mmd_std,sw_mean,sw_std,nan_rate_mean,mean_runtime
baseline,mirafzali,3,0.003422429164250692,0.004649216013944683,1.2782948103965928,0.026291288525965965,0.0,205.66333333333333
residual_nw__a1.0_bw1.0,mirafzali_residual_nw,3,0.00335197647412618,0.005494197914062879,1.2770519239748552,0.022137915247291026,0.0,213.76999999999998
residual_knn_nw__a1.0_k128_bw0.5,mirafzali_residual_knn_nw,3,0.003249645233154297,0.00537416520632971,1.27736915333935,0.021821537540259624,0.0,217.2733333333333
residual_knn_nw__a1.0_k1024_bw0.5,mirafzali_residual_knn_nw,3,0.0032435059547424316,0.005441749787131565,1.2778880130874175,0.022391750010498382,0.0,217.92333333333332
