seed,config_key,method,mmd_rbf,sliced_wasserstein,nan_rate,elapsed_seconds,var_H,var_residual,mean_residual_norm
0,full_big_forward_init,mirafzali,0.0032931268215179443,1.6051283412893855,0.0,1106.77,,,
