config_key,method,correction,n_seeds,mmd_mean,mmd_std,sw_mean,sw_std,nan_rate_mean,mean_runtime
full_big_forward_init,mirafzali,mirafzali_full,1,0.003028571605682373,,1.5982457172586408,,0.0,1106.68
