t,sigma,cosine_similarity,cosine_similarity_std,cosine_similarity_min,relative_l2_error,norm_ratio,upstream_raw_output_l2_norm,scaled_ext_score_l2_norm
0.001,0.0018706934213790125,0.025409777079310157,0.6111800790858484,-0.999509572469891,1.000952450675808,0.05671504297956633,52.09063215407556,2.954322441451232
0.01,0.016121917253423924,0.03300617039620064,0.6129102822614009,-0.9999676405590286,1.1220101308121637,0.5225286312114937,56.3602581881218,29.449848565766185
0.05,0.07923985397774684,-0.008089028386900383,0.6164529173414751,-0.999862423316508,1.659534595317077,1.2931384149216314,72.09110199851865,93.22377336831934
0.1,0.15742534107431183,-0.017726675938444597,0.6222338955731063,-0.999891304988608,2.634213489211329,2.4570617432145423,81.07522872060622,199.20684281177287
0.5,0.6818645443824155,-0.289880097716106,0.5470767719251288,-0.9993913616721457,2.5771594392672275,2.245001596136411,28.855849637669177,64.78142849444183
0.9,0.9317035352494483,-0.40686809281659786,0.5016404104693831,-0.9999281111712576,2.7655324332040117,2.212205817139229,7.690032484346124,17.011934595862346
1.0,0.9581002210711039,-0.3844636968203009,0.4975887463019489,-0.9998479684833087,3.3599985728725965,2.873706523371747,5.108336415914623,14.679859681994177
