config_key,method,correction,n_seeds,mmd_mean,mmd_std,sw_mean,sw_std,nan_rate_mean,mean_runtime
approx_strong,mirafzali,approx,1,0.0006750226020812988,,7.951937604471636,,0.0,62.22
full_strong,mirafzali,mirafzali_full,1,0.0013997256755828857,,1.6100396985862053,,0.0,63.6
