run_dir,seed,n_paths,malliavin_vs_heat_rmse,malliavin_vs_heat_mean_cosine,malliavin_vs_varadhan_rmse,varadhan_vs_heat_rmse,nan_rate,max_endpoint_norm_error,max_tangent_residual,condition_number_definition,s2_tangent_condition_number_pathwise_mean,s2_tangent_condition_number_pathwise_median,s2_tangent_condition_number_pathwise_max,generation_seconds,total_seconds
/home/export/home/ymorimoto/github/scoremodel/results/s2_malliavin_teacher_npaths_64,0,64.0,0.6111216908957647,0.9566090549106769,0.6760304233886537,0.08270084565308856,0.0,1.1102230246251565e-16,8.881784197001252e-16,none,nan,nan,nan,101.27934334427118,102.59663432091475
/home/export/home/ymorimoto/github/scoremodel/results/s2_malliavin_teacher_npaths_128,0,128.0,0.4706006622473057,0.9743431353638516,0.5277658359018979,0.08084299384245461,0.0,2.220446049250313e-16,8.881784197001252e-16,none,nan,nan,nan,206.07933110371232,208.44390400499105
/home/export/home/ymorimoto/github/scoremodel/results/s2_malliavin_teacher_npaths_256,0,256.0,0.338947428221624,0.986683889592402,0.3866869405123358,0.08008040696602167,0.0,2.220446049250313e-16,1.1102230246251565e-15,none,nan,nan,nan,423.38150968030095,427.4943598806858
/home/export/home/ymorimoto/github/scoremodel/results/s2_malliavin_teacher_npaths_512,0,512.0,0.29497616308196045,0.9839739643780208,0.3459278990091529,0.08016587651472845,0.0,2.220446049250313e-16,1.3322676295501878e-15,none,nan,nan,nan,823.1896823346615,836.614624619484
/home/export/home/ymorimoto/github/scoremodel/results/s2_malliavin_teacher_baseline,0,1024.0,0.21819299376310988,0.989819322224629,0.26308744281306495,0.07940170591252504,0.0,2.220446049250313e-16,1.3322676295501878e-15,none,nan,nan,nan,2001.057199217379,2016.7434409968555
