n_paths,n_runs,malliavin_vs_heat_rmse_mean,malliavin_vs_heat_rmse_std,malliavin_vs_heat_rmse_min,malliavin_vs_heat_rmse_max,malliavin_vs_heat_mean_cosine_mean,malliavin_vs_heat_mean_cosine_std,malliavin_vs_heat_mean_cosine_min,malliavin_vs_heat_mean_cosine_max,malliavin_vs_varadhan_rmse_mean,malliavin_vs_varadhan_rmse_std,malliavin_vs_varadhan_rmse_min,malliavin_vs_varadhan_rmse_max,varadhan_vs_heat_rmse_mean,varadhan_vs_heat_rmse_std,varadhan_vs_heat_rmse_min,varadhan_vs_heat_rmse_max,s2_tangent_condition_number_pathwise_mean_mean,s2_tangent_condition_number_pathwise_mean_std,s2_tangent_condition_number_pathwise_mean_min,s2_tangent_condition_number_pathwise_mean_max,s2_tangent_condition_number_pathwise_median_mean,s2_tangent_condition_number_pathwise_median_std,s2_tangent_condition_number_pathwise_median_min,s2_tangent_condition_number_pathwise_median_max,s2_tangent_condition_number_pathwise_max_mean,s2_tangent_condition_number_pathwise_max_std,s2_tangent_condition_number_pathwise_max_min,s2_tangent_condition_number_pathwise_max_max,generation_seconds_mean,generation_seconds_std,generation_seconds_min,generation_seconds_max,total_seconds_mean,total_seconds_std,total_seconds_min,total_seconds_max
64.0,1,0.6111216908957647,0.0,0.6111216908957647,0.6111216908957647,0.9566090549106769,0.0,0.9566090549106769,0.9566090549106769,0.6760304233886537,0.0,0.6760304233886537,0.6760304233886537,0.08270084565308856,0.0,0.08270084565308856,0.08270084565308856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101.27934334427118,0.0,101.27934334427118,101.27934334427118,102.59663432091475,0.0,102.59663432091475,102.59663432091475
128.0,1,0.4706006622473057,0.0,0.4706006622473057,0.4706006622473057,0.9743431353638516,0.0,0.9743431353638516,0.9743431353638516,0.5277658359018979,0.0,0.5277658359018979,0.5277658359018979,0.08084299384245461,0.0,0.08084299384245461,0.08084299384245461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,206.07933110371232,0.0,206.07933110371232,206.07933110371232,208.44390400499105,0.0,208.44390400499105,208.44390400499105
256.0,1,0.338947428221624,0.0,0.338947428221624,0.338947428221624,0.986683889592402,0.0,0.986683889592402,0.986683889592402,0.3866869405123358,0.0,0.3866869405123358,0.3866869405123358,0.08008040696602167,0.0,0.08008040696602167,0.08008040696602167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,423.38150968030095,0.0,423.38150968030095,423.38150968030095,427.4943598806858,0.0,427.4943598806858,427.4943598806858
512.0,1,0.29497616308196045,0.0,0.29497616308196045,0.29497616308196045,0.9839739643780208,0.0,0.9839739643780208,0.9839739643780208,0.3459278990091529,0.0,0.3459278990091529,0.3459278990091529,0.08016587651472845,0.0,0.08016587651472845,0.08016587651472845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,823.1896823346615,0.0,823.1896823346615,823.1896823346615,836.614624619484,0.0,836.614624619484,836.614624619484
1024.0,1,0.21819299376310988,0.0,0.21819299376310988,0.21819299376310988,0.989819322224629,0.0,0.989819322224629,0.989819322224629,0.26308744281306495,0.0,0.26308744281306495,0.26308744281306495,0.07940170591252504,0.0,0.07940170591252504,0.07940170591252504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2001.057199217379,0.0,2001.057199217379,2001.057199217379,2016.7434409968555,0.0,2016.7434409968555,2016.7434409968555
