count,end_degrees,end_radians,malliavin_vs_heat_mean_cosine,malliavin_vs_heat_rmse,malliavin_vs_varadhan_mean_cosine,malliavin_vs_varadhan_rmse,start_degrees,start_radians,varadhan_vs_heat_mean_cosine,varadhan_vs_heat_rmse
332,27.48171326988721,0.4796463806485488,0.9778645487610608,0.12830451365183757,0.9778645487610608,0.13109517701393048,0.0,0.0,1.0,0.032245821615769464
500,54.96342653977442,0.9592927612970976,0.9969947322908218,0.17393073979532522,0.9969947322908218,0.1806772917453559,27.48171326988721,0.4796463806485488,1.0,0.07231198121091421
161,82.44513980966161,1.4389391419456463,0.9963700397409645,0.2762254950281516,0.9963700397409645,0.33936567678045654,54.96342653977442,0.9592927612970976,0.9999999999999999,0.12335180440383547
31,109.92685307954883,1.9185855225941952,0.9652078673969594,0.921190544256619,0.9652078673969593,1.0585541955524145,82.44513980966161,1.4389391419456463,1.0,0.1961720906142383
