teacher,final_train_loss,validation_loss,teacher_generation_seconds,training_seconds,reverse_sampling_seconds,s2_rbf_mmd,nearest_neighbor_geodesic_mean,nearest_neighbor_geodesic_median,nearest_neighbor_geodesic_max,generated_sample_norm_error
heat,0.0013421123799012584,36.35490464856289,153.58568302169442,1544.0972932875156,481.3716494627297,0.014554784603069248,0.10529888875454708,0.06895517622199955,0.6707663532418683,1.395910297075087e-17
varadhan,0.0012656219768456649,37.84942298231808,75.86608025059104,1548.2759369835258,387.5489604920149,0.0164633329185625,0.10037839862012966,0.06455633849775728,0.6896014127582606,1.441988889405721e-17
malliavin,0.0014021892794678803,35.96765092966153,35150.856711845845,1536.403869152069,414.45804431289434,0.014212868511985444,0.09990699078056398,0.060436251811921124,0.6908874013888825,1.4094628242311558e-17
