method,heat_score_mse,heat_score_mean_cosine,mean_geodesic_distance_to_initial,rmse_geodesic_distance_to_initial,max_geodesic_distance_to_initial,pairwise_distance_to_heat,training_seconds
skorokhod,0.442223916260375,0.9390620797644291,0.29200415226639304,0.3316058801984217,1.0558931918084173,0.08448987120491194,12.446088142693043
direct_score,0.44745394130812804,0.9461275031042355,0.2980150722983741,0.33900253787673656,1.1347731708576747,0.08825684245725161,11.702722921967506
