config_key,method,correction,n_seeds,mmd_mean,mmd_std,sw_mean,sw_std,nan_rate_mean,mean_runtime,sim_seconds_mean,teacher_seconds_mean,forward_seconds_mean,train_seconds_mean,reverse_seconds_mean,eval_seconds_mean,total_seconds_mean
approx_lowt_stationary,mirafzali,approx,5,0.00020028948783874513,0.0005080558859381446,1.7068807242971769,0.006271556475149243,0.0,1130.798,3.1271542720496655,0.1640820663422346,3.2912363383919,826.8570120096207,298.5910008609295,0.8875182893127203,1130.7989066954701
a_correction_lowt_stationary,mirafzali,a_correction,5,0.0020888090133666993,0.0013504456586087954,1.7362927888004518,0.0026428103382138,0.0,1133.636,3.073509135469794,0.003021306544542313,3.0765304420143367,830.4771933417767,298.33450673632325,0.8904878396540881,1133.6352440923451
full_lowt_stationary,mirafzali,mirafzali_full,5,0.00229259729385376,0.0006913568227421339,1.6123389123155847,0.005501379061091156,0.0,1134.496,3.222166530787945,0.0032063037157058715,3.2253728345036508,830.6406849432736,298.8937680829316,0.8801879066973924,1134.4937548968942
