count,end_degrees,end_radians,malliavin_vs_heat_mean_cosine,malliavin_vs_heat_rmse,malliavin_vs_varadhan_mean_cosine,malliavin_vs_varadhan_rmse,start_degrees,start_radians,varadhan_vs_heat_mean_cosine,varadhan_vs_heat_rmse
296,26.30434840242712,0.4590974872140636,0.9748632302708257,0.12393404339279589,0.9748632302708257,0.12932424203011342,0.0,0.0,1.0,0.03118956044447072
505,52.60869680485424,0.9181949744281273,0.9969518966254437,0.14879664895751385,0.9969518966254437,0.17644746927743465,26.30434840242712,0.4590974872140636,1.0,0.07006523836975216
193,78.91304520728136,1.3772924616421909,0.9967775583777685,0.27924232781279235,0.9967775583777685,0.3655599984017749,52.60869680485424,0.9181949744281273,1.0,0.11796799913108078
30,105.21739360970848,1.8363899488562545,0.9725564411699116,0.774036566615589,0.9725564411699116,0.9020666427570477,78.91304520728136,1.3772924616421909,1.0,0.18284852290539277
