seed,config_key,method,mmd_rbf,sliced_wasserstein,nan_rate,elapsed_seconds,var_H,var_residual,mean_residual_norm
0,approx,mirafzali,0.036989688873291016,1.7485256672601082,0.0,10.43,,,
0,a_correction,mirafzali,0.03764191269874573,1.8402908316131188,0.0,8.26,,,
0,mirafzali_full,mirafzali,0.04742756485939026,1.529815541272672,0.0,8.23,,,
1,approx,mirafzali,0.037543341517448425,1.7601780115565222,0.0,8.07,,,
1,a_correction,mirafzali,0.03924565017223358,1.840107331928738,0.0,8.26,,,
1,mirafzali_full,mirafzali,0.04344545304775238,1.5439639688409494,0.0,8.28,,,
2,approx,mirafzali,0.03627815842628479,1.7280219563536605,0.0,8.14,,,
2,a_correction,mirafzali,0.03775151073932648,1.8147378382389752,0.0,8.48,,,
2,mirafzali_full,mirafzali,0.047976791858673096,1.5235496333009224,0.0,8.24,,,
