config_key,method,correction,n_seeds,mmd_mean,mmd_std,sw_mean,sw_std,nan_rate_mean,mean_runtime
approx,mirafzali,approx,3,0.03693706293900808,0.0006342311725711352,1.7455752117234302,0.016279799214296436,0.0,8.88
a_correction,mirafzali,a_correction,3,0.03821302453676859,0.000895957426382183,1.8317120005936107,0.014700342130871829,0.0,8.333333333333334
mirafzali_full,mirafzali,mirafzali_full,3,0.046283269921938576,0.002472916503391744,1.532443047804848,0.01045773000309691,0.0,8.25
